0.000000000000000000e+00,4.451989233493804932e-01,7.895535230636596680e-01,-1.927954852581024170e-01,5.656734704971313477e-01,2.941943109035491943e-01,1.349138736724853516e+00,3.657006621360778809e-01,-1.350117683410644531e+00,5.391458868980407715e-01,-3.399996832013130188e-02,4.258472919464111328e-01,4.680929481983184814e-01,9.754272699356079102e-01,5.297982692718505859e-01,4.436575770378112793e-01,4.470524191856384277e-01,1.437205076217651367e+00,1.563179939985275269e-01
1.000000000000000000e+00,9.113069176673889160e-01,7.580386400222778320e-01,-1.152810096740722656e+00,1.323966383934020996e+00,2.940303683280944824e-01,3.349064290523529053e-01,1.240988850593566895e+00,-1.134460926055908203e+00,3.706687688827514648e-02,9.745028018951416016e-01,9.212837815284729004e-01,1.081572771072387695e+00,1.041789531707763672e+00,0.000000000000000000e+00,9.494175910949707031e-01,2.937356531620025635e-01,1.325374126434326172e+00,3.026160001754760742e-01
1.000000000000000000e+00,1.535827636718750000e+00,1.194234609603881836e+00,1.394711494445800781e+00,1.374464631080627441e+00,-5.274288058280944824e-01,-8.947005122900009155e-02,1.430956959724426270e+00,-2.716272771358489990e-01,7.202920913696289062e-01,-9.233788251876831055e-01,1.888987064361572266e+00,1.678409576416015625e+00,7.884727716445922852e-01,8.064033389091491699e-01,1.942688822746276855e+00,1.634449958801269531e+00,1.248567342758178711e+00,2.065600007772445679e-01
0.000000000000000000e+00,4.596254527568817139e-01,-1.831135511398315430e+00,1.446541786193847656e+00,7.404422760009765625e-01,-2.025931477546691895e-01,-8.104899525642395020e-02,1.016722679138183594e+00,-5.560057163238525391e-01,1.168950438499450684e+00,-4.166504740715026855e-01,7.072679996490478516e-01,8.105346560478210449e-01,1.016959667205810547e+00,8.193146586418151855e-01,7.710314393043518066e-01,9.284953474998474121e-01,1.479950428009033203e+00,1.996390074491500854e-01
1.000000000000000000e+00,1.203784942626953125e+00,1.328802704811096191e-01,1.727207422256469727e+00,9.426684379577636719e-01,4.957737028598785400e-01,-7.357562780380249023e-01,1.121839642524719238e+00,-9.762477278709411621e-01,7.294781208038330078e-01,1.014457821846008301e+00,9.424157142639160156e-01,8.528409004211425781e-01,8.030454516410827637e-01,0.000000000000000000e+00,7.615293860435485840e-01,2.389515489339828491e-01,8.201563358306884766e-01,3.576929867267608643e-01
0.000000000000000000e+00,2.982476353645324707e-01,1.426393866539001465e+00,-7.625750303268432617e-01,4.917852878570556641e-01,1.538041591644287109e+00,1.344054102897644043e+00,6.175994873046875000e-01,-1.113213002681732178e-01,8.525351881980895996e-01,-1.291364282369613647e-01,3.099783360958099365e-01,5.344624519348144531e-01,1.530038833618164062e+00,7.489721179008483887e-01,3.591653704643249512e-01,6.072574853897094727e-01,1.371762275695800781e+00,3.136779963970184326e-01
1.000000000000000000e+00,3.943153023719787598e-01,-1.484973549842834473e+00,-6.523320674896240234e-01,5.919308066368103027e-01,-2.342893183231353760e-01,-1.171036005020141602e+00,1.184515118598937988e+00,9.941413998603820801e-01,1.778103232383728027e+00,-8.307835459709167480e-01,5.018087625503540039e-01,1.019990444183349609e+00,1.803741693496704102e+00,2.167072534561157227e+00,6.164721846580505371e-01,1.650135755538940430e+00,1.409998416900634766e+00,1.398299932479858398e-01
1.000000000000000000e+00,1.578959584236145020e+00,-1.884457826614379883e+00,-5.543536543846130371e-01,1.146000385284423828e+00,-1.060607314109802246e+00,9.390619993209838867e-01,7.186664938926696777e-01,-8.222303539514541626e-02,8.052375316619873047e-01,9.314429163932800293e-01,1.298160910606384277e+00,7.993631958961486816e-01,5.464282035827636719e-01,0.000000000000000000e+00,1.199357986450195312e+00,2.685963213443756104e-01,6.013935208320617676e-01,9.304899722337722778e-02
0.000000000000000000e+00,1.454134345054626465e+00,1.786741971969604492e+00,-1.548366397619247437e-01,1.801061868667602539e+00,9.001228809356689453e-01,-1.492253661155700684e+00,8.734309077262878418e-01,1.037974834442138672e+00,9.426597505807876587e-02,-5.491401553153991699e-01,1.496665835380554199e+00,1.384970188140869141e+00,8.211697340011596680e-01,2.136008501052856445e+00,1.503148913383483887e+00,1.610801458358764648e+00,8.510715365409851074e-01,1.031159982085227966e-01
0.000000000000000000e+00,8.004842400550842285e-01,1.928578734397888184e+00,4.584944844245910645e-01,1.218317866325378418e+00,4.915170669555664062e-01,1.365718126296997070e+00,6.425458788871765137e-01,3.791221380233764648e-01,1.495010405778884888e-01,7.059534788131713867e-01,1.101733803749084473e+00,6.040695905685424805e-01,4.865494072437286377e-01,2.657610177993774414e-01,9.855908155441284180e-01,6.668184995651245117e-01,5.863665938377380371e-01,8.340460062026977539e-02
0.000000000000000000e+00,1.238254785537719727e+00,2.973460555076599121e-01,1.509985089302062988e+00,5.496979355812072754e-01,6.428315639495849609e-01,-5.507284402847290039e-01,9.791030883789062500e-01,-1.712585836648941040e-01,9.188792109489440918e-01,-6.623774170875549316e-01,8.309556245803833008e-01,1.255746483802795410e+00,1.341039299964904785e+00,8.235118389129638672e-01,8.514394164085388184e-01,6.793559193611145020e-01,1.203977704048156738e+00,6.104769706726074219e-01
0.000000000000000000e+00,7.193370461463928223e-01,-1.834078669548034668e+00,1.304265260696411133e+00,5.907307863235473633e-01,5.274696275591850281e-02,3.828280046582221985e-02,9.222643375396728516e-01,-7.644488811492919922e-01,1.376875877380371094e+00,-6.033957600593566895e-01,9.133651852607727051e-01,9.726298451423645020e-01,9.449757337570190430e-01,1.381837248802185059e+00,9.618842601776123047e-01,1.269096612930297852e+00,1.498376965522766113e+00,1.755769997835159302e-01
1.000000000000000000e+00,3.955629169940948486e-01,5.033209919929504395e-01,-3.217356801033020020e-01,5.467771291732788086e-01,2.470203489065170288e-01,1.202978134155273438e+00,1.412177920341491699e+00,-1.632048964500427246e+00,1.922012329101562500e+00,-1.085781574249267578e+00,3.810634613037109375e-01,8.827108144760131836e-01,2.055593490600585938e+00,9.758369922637939453e-01,5.258169174194335938e-01,1.018341898918151855e+00,1.572984933853149414e+00,4.851239919662475586e-01
1.000000000000000000e+00,6.276869177818298340e-01,5.196859836578369141e-01,1.410070061683654785e-01,5.443685054779052734e-01,-1.079077124595642090e+00,-1.070395231246948242e+00,5.349900126457214355e-01,-1.308425784111022949e+00,3.447863757610321045e-01,4.539916664361953735e-02,7.258358001708984375e-01,6.398967504501342773e-01,7.823271155357360840e-01,4.216847419738769531e-01,7.227826118469238281e-01,6.699778437614440918e-01,8.846720457077026367e-01,2.196290045976638794e-01
0.000000000000000000e+00,4.252918362617492676e-01,1.019972085952758789e+00,1.605368137359619141e+00,7.062047123908996582e-01,1.957454830408096313e-01,1.261679381132125854e-01,6.138699650764465332e-01,-4.689851701259613037e-01,8.170729875564575195e-01,-1.620351672172546387e-01,4.956809580326080322e-01,6.219004988670349121e-01,1.113359928131103516e+00,7.482092380523681641e-01,5.323710441589355469e-01,6.387578248977661133e-01,1.398117661476135254e+00,1.954540014266967773e-01
1.000000000000000000e+00,1.727629542350769043e+00,-4.809106588363647461e-01,9.748008847236633301e-01,1.633664846420288086e+00,1.159648299217224121e+00,-1.375657558441162109e+00,1.214080333709716797e+00,-1.912490874528884888e-01,8.096037507057189941e-01,-7.938908934593200684e-01,2.111054897308349609e+00,1.780362129211425781e+00,7.483873367309570312e-01,3.161828041076660156e+00,2.091639757156372070e+00,2.431855678558349609e+00,6.258997917175292969e-01,8.516529947519302368e-02
0.000000000000000000e+00,6.795355677604675293e-01,-2.044954538345336914e+00,4.314577877521514893e-01,4.344640374183654785e-01,-1.170026063919067383e+00,-8.982808589935302734e-01,3.925214707851409912e-01,-1.214323639869689941e+00,3.253651559352874756e-01,-3.195377066731452942e-02,5.421604514122009277e-01,5.887116193771362305e-01,9.635859727859497070e-01,4.111187160015106201e-01,5.305863022804260254e-01,4.611138701438903809e-01,6.239846944808959961e-01,3.905360102653503418e-01
0.000000000000000000e+00,9.856151342391967773e-01,1.596552610397338867e+00,-9.426558613777160645e-01,1.073046445846557617e+00,8.865793943405151367e-01,4.375346302986145020e-01,2.071473151445388794e-01,-1.596637845039367676e+00,2.192680686712265015e-01,2.540437877178192139e-01,9.188596010208129883e-01,4.866518676280975342e-01,4.699877500534057617e-01,7.112460136413574219e-01,8.846480250358581543e-01,5.948669314384460449e-01,3.593172132968902588e-01,5.878530070185661316e-02
0.000000000000000000e+00,1.705618023872375488e+00,5.569493770599365234e-01,9.063711762428283691e-01,1.393954634666442871e+00,-1.216868042945861816e+00,-9.192990064620971680e-01,1.048851132392883301e+00,-7.031251788139343262e-01,5.829741954803466797e-01,-7.354890108108520508e-01,2.077568769454956055e+00,1.509482502937316895e+00,6.447468400001525879e-01,5.902838706970214844e-01,2.102411746978759766e+00,1.421120643615722656e+00,1.476358413696289062e+00,1.629270017147064209e-01
0.000000000000000000e+00,3.053412437438964844e-01,-7.710273861885070801e-01,-1.231240272521972656e+00,4.660743772983551025e-01,-2.009259700775146484e+00,2.294890284538269043e-01,5.532137751579284668e-01,1.571271896362304688e+00,7.795382142066955566e-01,-7.458519190549850464e-02,3.970691859722137451e-01,4.897294044494628906e-01,1.094475150108337402e+00,6.374840736389160156e-01,4.318159818649291992e-01,5.809745192527770996e-01,1.410834312438964844e+00,1.392080038785934448e-01
1.000000000000000000e+00,8.790013194084167480e-01,-1.237644076347351074e+00,1.002002716064453125e+00,4.425964355468750000e-01,-2.035893440246582031e+00,1.282777428627014160e+00,1.231183290481567383e+00,-6.540871858596801758e-01,1.848158001899719238e+00,-9.205948114395141602e-01,6.524250507354736328e-01,1.326656460762023926e+00,1.804446101188659668e+00,2.429351091384887695e+00,7.135412693023681641e-01,1.871029853820800781e+00,1.556022644042968750e+00,7.468259930610656738e-01
